id,certification,nudity,violence,profanity,drugs,intense_scene,game_id
205,Argentina:13  Australia:MA15+  Brazil:14  France:16  Germany:16  New Zealand:R13  Russia:18+  Singapore:ADV16  South Korea:15  United Kingdom:16 (PEGI)  United States:T,"Superman mentions that some of the criminals in Arkham Asylum are rapists. Some female characters wear revealing outfits, such as Poison Ivy. Starfire has revealing clothing it's only starfire and poison ivy that wear revealing clothes in the back One of green arrow and black Canary dialog is flirty, and green arrow mentions what his safe word is Some flirt dialogue with certain characters, mostly from poison ivy, and capitan cold","People are suddenly impaled with objects and have them torn out very frequently. The game also has finishing moves, such as brutally stabbing, crushing, and otherwise harming other characters. The game has some strong violence, but it could be handled by children 12 and older. The Joker's super move involves putting his opponent on an electric chair and electrocuting them. The overall violence in this game is a lot higher than that of ""Mortal Kombat vs. DC Universe"" (just like its predecessor, ""Gods Among Us""), and the most brutal depictions of violence are the ""Super Moves"", which are the ""Injustice"" counterparts of the X-Rays from ""Mortal Kombat"", and feature characters being pummeled in brutal fashion. The Super Moves include:","One use of the word ""shit."" 6 uses of the world ""damn."" 1 bleeped use of fuck Couple uses of ""ass."" ""Bitch"" is said in Red Hood-spoken dialogue.","hellboy in his dialogues smokes a cigarette One of the stages is at a bar where people are drinking, but that's about it, and you can barley notice it while fighting","The game's storyline is very somber and intense, as it deals with the consequences of Superman's tyranny and how everyone has to fight to restore peace. As such, the game is very depressing, and it has the tone, look and feel of a dystopian film, as well as having the tone of a doomsday film. They also mention about Superman killing people and Batman not A much darker and more violent game. Not too violent, still Pg 13 levels of violence, but this has more blood in, and more death scenes If this were a movie, it would easily be rated PG-13 for strong action violence throughout, some language, and some mild suggestive material.",4a650783-6a10-42d3-914f-f0270ba9627b
207,Australia:MA15+ (ACB)  Brazil:18 (DJCTQ)  France:18 (PEGI)  Germany:18 (USK)  New Zealand:R18 (OFLC)  Singapore:M18  South Korea:18 (GRAC)  United Kingdom:18 (PEGI)  United States:M (ESRB),None,"Like the original, this game is extremely gory and graphic. ""Dead Space"" is known as one of the most violent video games ever created, featuring lots of extremely gruesome body horror and repeated graphic gory violence. This game, however, takes full approach of the current generation's technical capabilities to apply it on every aspect of the aforementioned, allowing it to be explicitly shown in even greater, messier and much more brutal detail, not helped by the exponentially increased graphical fidelity. As with the original games, a ton of violence occurs here. Throughout this game, Isaac Clarke must kill horrific creatures known as the Necromorphs, extremely vicious undead monsters made from reanimated corpses that can only be killed via dismemberment and attack in an incredibly brutal, animalistic manner. Whenever a Necromorph is dismembered, gallons of blood and gore spray out all over the place in a gruesome fashion. In addition to dismemberment, the game introduces the ""Peelin",Moderate,None,"If players so choose they can add a warning and a filter that hides and extremely disturbing scenes or warns players of what's going to happen, however with censoring it should be noted that while there is no visual, the sound is not affected",2c8780fc-f953-4e60-a34e-14dd25dd021f
208,Australia:MA15+ (2018)  Brazil:18  France:18  Russia:18+  Singapore:M18  South Korea:18  United Kingdom:18 (PEGI)  United States:M,"Some corpses around the game seem to be naked, buttocks are seen, but there's never any genitalia seen. Very brief frontal nudity, nothing explicit","Very violent, but not very gory Whenever an enemy is slashed with a sword, plenty of blood sprays and some graphic slashes are shown on them. There are many dead bodies throughout the game, many impaled on giant wooden stakes, some in piles, some hanging above the player. The bodies generally are covered in blood or in varying stages of decay. Some of them are even graphically burnt. Senua at one point gets a large cut on the side of her head, she then heats up a broken sword in fire and uses it to cauterize the wound, she screams in pain.","1 use of the F word, a little other profanity scattered throughout. 1 use of ""fuck"" (Senua yells ""Fuck the gods!"") and some uses of bastard or hell",None whatsoever.,"VERY intense and frightening atmosphere. There are many dead bodies strewn throughout which makes it even more disturbing. The main crux of the game is that the main character is an emotionally damaged woman who often has eerie and disturbing voices in her head which occasionally taunt her. She also seems very distraught throughout the game which makes the atmosphere even more intense. The appearance of the enemies is very disturbing and scary. Basic enemies are unnerving and boss enemies are even more frightening in appearance. Fights between the player and enemies are very intense and stressful given the player character's vulnerability. In addition, there's a permadeath feature wherein the player is permanently dead after being defeated a number of times which makes the game much more stressful.",2c1fd3b3-78cb-4210-9dee-30b7625eeaa5
209,"Australia:R18+ (ACB)  Brazil:18 (DJCTQ)  France:18  Germany:18 (USK)  Japan:D (CERO, cut)  Japan:Z (CERO, uncut)  Mexico:C (SMECCV)  New Zealand:R18 (OFLC)  Russia:18+ (RARS)  Singapore:M18  South Korea:18 (GRAC)  United Kingdom:18 (PEGI)  United States:M (ESRB)",Alcina Dimitrescu and her daughters act and move in a very seductive manner. Both also show a fair amount of cleavage. It is mentioned that a character wanted to screw around with Ethan in private.,"Lady dimitrescu cuts Ethan's hand. More intense than disturbing A Lycan bites two of Ethan's fingers off. Everytime when a player gets bitten by a zombie blood splashes a lot. It's not that violent. Teens can handle it. There's some blood but there isn't gore. Not nearly violent as others in the series. Nowhere near as violent as Resident Evil 7 or the Resident Evil 4 remake. The violence, while naturally gory due to its horror roots, is not overwhelming.","Many uses of fuck, some uses of bitch, shit, one use of dick, 2 uses of asshole, 1 use of prick, 3 uses of bastard, and Some uses of hell. Moderate vulgar language Several profanities in the Japanese dialect.",Ethan and Mia are seen drinking wine and wine bottles are seen in the castle also and in the beginning drinking is seen. Chris is seen smoking in a cutscene Lady Dimitrescu is seen smoking in two cutscenes A cigar can be found,"The violence is very fantasy like, so it isn't as realistic or graphic as other horror games like The Last of Us Part 2 and Outlast. Nonetheless it is still violent and bloody While the game is intense most if the scenes are portrayed in settings of combat where the player can defend themselves. The last hour of the game is intense, violent and gory but also very emotional.",27e7a99b-a40b-4bc2-98fd-d3134cc453fa
210,Australia:PG  Germany:12  Singapore:G  South Korea:All  United Kingdom:7 (PEGI)  United States:E,None,Mild,None,None,"At one point, the player has to navigate a place where there were several spider-like creatures who ended up freezing to death. There are some dead bodies seen (of the creatures), but this isn't in any way graphic and is treated in an emotional context rather than a disturbing one. It may still disturb some players, though. There are many fast-paced segments of the game and require plenty of difficult, near-miss moves to succeed in. Combat in the game, though not excessive in any way (you only encounter enemies in certain places, otherwise, you're mostly exploring), is very fast paced and frenetic, though it's never in any way graphic. Kuro is a very intimidating enemy in terms of appearance and motivations. The game is pretty difficult, and players may end up dying many times. It is, however, very rewarding and greatly encourages and rewards persistence.",20f8bfb7-b1a3-456f-aa8d-3fe5c3670803
211,Australia:MA15+  New Zealand:R13  New Zealand:M (some episodes)  Singapore:M18  United Kingdom:18  United States:M,"Ep 3 a statue has a butt also there're references to Athena and Janie being a lesbian couple there's also a scene where Rhys touches Sasha's butt while being controlled by Jack all of this's actually very mild. Episode 1 A few scantily clad female characters. August kisses Sasha on the cheek. Zero is seen talking to a woman with on his earpiece and she says his reward is long, hard and powerful. Seconds later she says it's a rocket launcher and he replies ""Yes. Innuendo."" Episode 2 In Scooter's, a pull-up calendar can be seen up and players can walk up to it and look at it.","Episode 1 A Loader Bot uses missiles and machine guns to kill bandits, when it gets attacked (e.g. gets arm and leg ripped off) players are given the choice to evacuate the Loader Bot or make it self-destruct killing all the bandits around it. Depending on what you say Hugh can hit Rhys, making him fall to the floor. When Shade pops out of nowhere, Rhys or Fiona (who you both play as) have the choice to smack him. When Fiona is walking to the bar, a man runs out of a building with two little psychos on top of him while stabbing him, he then falls and they continue to stab him until the player walks over to them or they can just walk pass them. An electrified stun baton which Rhys (you) use can send enemies flying into objects kills people. Blood sprays from wounds. Dead, mutilated people are displayed in a museum called 'World of Curiosities.' A dog-like creature is hit by a car and shown injured and in pain. Zero has a sharp katana-like weapon that can slice any enemy. Some gore in cu","Fuck is always censored. Most of the time when seen it is recognised as ""F@#k"" or other symbols to censor. Occasional use of the A** or some variant of that (e.g. Smart***, ***hole) , one or two uses of C**k, and one use of G*****n. Also some uses of God's name in vain. Frequent uses of "" screw "" and "" crap "". "" Shit "" can be heard in later episodes.","A sequence takes place in a bar, where drunk men are seen lying at the bar or at tables. August chugs down a beer.","Episode 1 Shade pops out of nowhere on two occasions, could be startling for some.",1d1f0c77-4b09-4fce-83b2-df7085400407
212,Australia:MA15+  Brazil:18  France:18  Germany:18  Japan:D  New Zealand:R16  Singapore:M18  South Korea:18  Taiwan:R-18  United Kingdom:18 (PEGI)  United States:M,Some enemies dress in little more than loincloths.,"Players attack enemies primarily with a katana and other tools. Blood sprays are frequent and very visible. Killing animations are graphic and can result in dismemberment or decapitation. Blood during gameplay can be lessened (it turns black) or disabled via the options menu. There are some headless enemies in the game, with visible bloody stumps on their necks. Blood can stain the environment, and the player character becomes increasingly covered in blood as they defeat enemies. All gore can be turned off in the settings making the game suitable of teenagers","One use of ""Bastard"" can be heard in a secret cutscene, which would not be seen by most players. The word ""Damn"" is used a few of times in NPC dialogue.",Characters sometimes drink sake. This drink can also be offered to some characters. There are multiple enemies in one area that appear to be drunk.,"The game has multiple disturbing enemies that can be extremely frightening. Combat is extremely intense and difficult. Enemies and bosses attack very fast, can be overwhelming for some people. If this were a movie, it would've been rated Mature for violence and terror throughout, aswell as some alcohol use.",17714fc7-75a6-496a-a107-29cd2c1b47f2
213,Australia:R18+  France:18  Germany:18  Ireland:18  Japan:Z  New Zealand:R16  Singapore:M18  South Korea:18  United Kingdom:18 (PEGI)  United States:M,"The game includes some sexual material, however no nudity or sex. It is possible for a character to look at various sexual positions in a Kama Sutra book, however it is not detailed and not mandatory for the game to progress (the player may not pick up or even notice the book). Two characters kiss on a couch. They plan to have sex, however they ultimately don't. It is possible to get a female character to strip down to her bra and panties, however no further than that. The character is seen multiple times in her underwear, however (excluding when she first take off her clothes) it is not in a sexual way. Depending on the player's choices in the game, she may not even strip to her underwear. A character is seen taking a bath, however no nudity is shown. She later walks around in a bath towel in a non-sexual way (once again no nudity). A character changes clothes, however no nudity is shown. In one segment of the game, two characters go off alone to a cabin, where they plan to have sex (","A character may have their face violently bashed in by a monster. The camera shows the crushed face of the survivor. Until Dawn features gameplay where the player can make decisions that drastically effect the storyline. This being the case, each choice may change how a character may die, or if they die. Throughout the game if the player makes the right choices, the player may minimize the deaths (some deaths happen regardless), but without prior knowledge of what decisions to make, it is likely the player will be the cause of multiple deaths of main characters. Some deaths are caused by forcing the player to choose between two characters (to keep alive or kill). Nevertheless these deaths are both shocking and graphic. The following will happen regardless of your choices. A character/s fall to their death after being chased off of a cliff. You see the aftermath. The bodies have some blood, but you only see their faces. This scene is more disturbing/shocking than it is gory. A character","Language is occasional, and is used usually when in stressed situations (being chased/killed/scared). The game features some uses of the word 'fuck', but it is never used excessively. Other words like 'shit','dick', etc. are used occasionally.",Some soft alcohol use and drug references.,"This game is very violent, if it were a movie, it would be rated R for strong bloody horror violence and gore, frightening images, sexual references and language - All involving ""teens"". The game has intense and stressful scenes which can lead to character deaths such as chase scenes where if you mess up even once you can kill a character. This could cause anxiety to players who suffer with anxiety The game evolves around your choices which includes who lives and who dies. Additionally, there are a number of sequences when something bad will happen no matter which choice you make. This may become distressing for the player to choose. The game asks you questions about what scares you, and will feature things that you say scare you more prominently. The maniac in the clown mask may frighten some young players. Many jump scares throughout. Very intense and creepy atmosphere.",13a2a104-9c67-4a00-ae5d-19541dcc0e92
214,Australia:MA15+  Brazil:14  Germany:16  Japan:D (CERO)  New Zealand:R13  Singapore:ADV16  South Korea:18  Taiwan:R-18  United Kingdom:16 (PEGI)  United States:M,"There is no sexual content anywhere in the game. Player characters can be stripped down to their underwear, but it doesn't go beyond that. Rosaria, an NPC has cleavage.","While frequent, all blood effects in combat can be lessened (blood turns black) or completely disabled via the Options menu. Realistic but not excessively graphic violence with depictions of blood is depicted in this game. During combat sequences, blood splatters can be seen when enemies are attacked. Blood will also stain the environment and the player-character's body. In some areas of the game, human corpses, blood pools and human skeletal remains may be encountered by the player. In one area, the carcasses of horse-like creatures with internal organs exposed are seen hanging from wooden frames.",None,An NPC gifts you with a keg of alcohol to celebrate a victory. This can be consumed for the sole purpose of boosting health and gaining frost resist.,"The game's extreme difficulty may frustrate players. The monsters can be frightening for some. The rats are so scary 'Dark Souls III' is an action role-playing game set in the fictional world of Lothric, where the player takes on the persona of an undead warrior resurrected from the grave. Lothric is threatened by an ancient evil and the player character embarks on a quest to defeat the Lords of Cinder and rekindle the world's weakening flames. Played from a third-person perspective, the player-character will explore various locales and engage enemies such as zombies, skeletons, humans and monsters in combat. A variety of melee weapons such as maces, shields, swords, axes and lances, as well as ranged weapons such as throwing knives, throwing bombs, and bows are available for use. The player character is also capable of unleashing magical spells that fire projectiles (e.g. glowing ball of light) at enemies.",12545cd9-0569-4882-b04e-b8adc223a8fd
215,Australia:MA15+  France:18  Germany:18  Japan:D (CERO)  New Zealand:R16  Singapore:M18  South Korea:18  United Kingdom:18 (PEGI)  United States:M,"A few mild sex references We hear several references to ""the seed of the prophet resting in my womb"".","Blood sprays when shooting human enemies with a wide array of guns. The player can use Vigors to burn, and electrocute people, the player can also send murderous crows at enemies. After possessing a human, they will kill themselves. The player can pull off brutal executions with a melee hook weapon, with blood splattering and spraying as you smack the metal hook into their face, chest, neck or stomach. You can also launch yourself from higher areas and perform an aerial attack as you drive the hook into their bodies, killing them instantly. You can also decapitate enemies by driving the hook into their throat and spinning it (blood flies everywhere and on the screen) In the lighthouse at the beginning of the game, we see a a man tied to a chair with a bloody bag over his head and a pool of blood at his feet; pinned to his chest is a note that says ""Don't disappoint us"". Booker attacks a police officer with a spinning hook weapon, driving it graphically into his face, letting blood spra","One character calls a priest an ""idiot"" in the beginning. Language is surprisingly less strong than the previous two games. There are a few swear words such as ""hell,"" ""damn,"" ""bastard,"" ""s**t,"" and ""you son of a bitch"" that are occasionally used, but no f-words. Some mild name-calling.","Occasionally alcohol can be used to regain health, the player can also smoke.","Strong horror elements are present. Much more gruesome and disturbing than the first game. Game deals with some deep subjects like religion, regret, child abandonment, and the fact that choices we make are already predetermined. Violence may be upsetting to some. Racism in the game may offend some. There are several enemies that some may consider scary (large robotic bird, a robot with big hands and its heart showing).",0b88d590-82ab-40aa-83b1-20e7c4503e59
216,Australia:MA15+ (2015)  France:18  France:16 (self-applied)  Germany:16  Japan:D (CERO)  New Zealand:R16  Singapore:ADV16  South Korea:18  Spain:16 (PEGI)  United Kingdom:16 (PEGI)  United States:M,"Sounds are heard from a house that imply it is a brothel. Statues of women without clothing are shown at Cainhurst Castle. No nipples or genitalia appear to be shown. There are some monsters dressed up, but if you kill them and look down at them, you'll see their members. Some monsters appear nude and their rears exposed. There is a sturdy monster that doesn't wear clothes and its molars appear and also rolls a lot and its hind organs appear disgusting.","Much more violent and gruesome than the Dark Souls trilogy. The player can use weapons such as guns, cannons, swords, hack saws and handheld pile drivers to kill zombies, humans and monsters. To unlock different parts of the city in order to search for the cure, the player has to complete quests and solve puzzles to progress. The overall level of violence is VERY violent. Combat is frequent and intense, and there are realistic blood effects where extremely over-exaggerated blood splatter stains the environment and characters. Sometimes there are so much blood effects on screen the game will lag. Players can perform what is referred to as a ""visceral attack"" where they use guns or sneak attacks to put an enemy off balance and then violently shove a hand into the enemy's abdomen or back, then rip the hand out resulting in massive amounts of blood splatter. Many enemies can perform a grab attack that can severely harm the player character and is usually accompanied by very violent animati","A female character who is a prostitute refers to herself as a ""whore"" Mild profanities here and there (hell, damn, etc.) as well as mild insults (foul beast, wretch, etc.), nothing too strong.","Player can use various potions but none seem to have any sort of narcotic or addictive effect. The game lore implies that people became addicted to the ""blood healing"" in the game.","This is absolutely not a game for children. Teens who play this game need parent supervision. Most of the enemy design ranges from creepy and foreboding to extremely disturbing and rather disgusting The horror theme in the game is significant, as the action frequently takes place in dark foreboding environments and grotesque creatures are often encountered during game-play and in cut-scenes. The appearances of many of the monsters - and even the people - in the game are gruesome and frightening (A lot of the imagery was inspired by the works of H. P. Lovecraft).",0364fc87-34cd-43f0-8fc6-a0a6a931d5c2
